"code","description","url","parent_station_id","agency_ids","station_id","location_type","stop_id","routes","name","location.lat","location.lng"
"1","1240","","",NA,"12",NA,"stop","4025434","4000112","NC 55 at Colony Woods Dr",35.75749,-78.87623
"2","1241","","",NA,"12",NA,"stop","4025438","4000112","NC 55 at Old Jenks Rd",35.76126,-78.87546
"3","1242","","",NA,"12",NA,"stop","4025442","4000112","NC 55 at Lewey Dr",35.77369,-78.87318
"4","1262","","",NA,"12",NA,"stop","4025474","4000112, 4000117","Pine Plaza Dr at Summit Lake Dr",35.74599,-78.82045
"5","1263","","",NA,"12",NA,"stop","4025478","4000112, 4000117","Pine Plaza Dr at Shepherds Vineyard",35.74686,-78.8234
"6","1443","","",NA,"12",NA,"stop","4025902","4000112","NC 55 at Turner Creek Rd",35.77284,-78.8736
"7","1444","","",NA,"12",NA,"stop","4025906","4000112","NC 55 at Jenks Rd",35.7607,-78.8759
"8","1445","","",NA,"12",NA,"stop","4025910","4000112","NC 55 at Colony Woods Dr",35.75678,-78.87662
"9","1446","","",NA,"12",NA,"stop","4025914","4000112","NC 55 at Vision Dr",35.7523,-78.8773
"10","1447","","",NA,"12",NA,"stop","4025918","4000112","Williams St (NC 55) at Olive Chapel Rd",35.73607,-78.86296
"11","1449","","",NA,"12",NA,"stop","4025922","4000112","Hughes St at Galaxy Foods PNR",35.72657,-78.85134
"12","1450","","",NA,"12",NA,"stop","4025926","4000112","Hughes St at Galaxy Foods PNR",35.72648,-78.85115
"13","1452","","",NA,"12",NA,"stop","4025930","4000112","Mason St at Apex Town Hall (across)",35.73308,-78.84532
"14","1453","","",NA,"12",NA,"stop","4025934","4000112","Old Raleigh Rd at Heatherwood Dr",35.73559,-78.83319
"15","1454","","",NA,"12",NA,"stop","4025938","4000112","Old Raleigh Rd at New Dover Rd",35.73545,-78.83466
"16","1455","","",NA,"12",NA,"stop","4025942","4000112","Old Raleigh Rd at Sterling Silver Dr",35.73909,-78.82657
"17","1456","","",NA,"12",NA,"stop","4025946","4000112","Old Raleigh Rd at Shepherds Vineyard Dr",35.74119,-78.82422
"18","1593","","",NA,"12",NA,"stop","4026202","4000112","Williams St (NC 55) at Hunter St",35.73611,-78.86274
"19","1596","","",NA,"12",NA,"stop","4026206","4000112","Mason St at Apex Town Hall",35.73307,-78.84554
"20","1597","","",NA,"12",NA,"stop","4026210","4000112","Old Raleigh Rd at Sterling Silver Dr",35.73896,-78.82645
"21","1598","","",NA,"12",NA,"stop","4026214","4000112","Old Raleigh Rd at Shepherds Vineyard Dr",35.74121,-78.82391
"22","1599","","",NA,"12",NA,"stop","4026218","4000112","NC 55 at Vision Dr",35.75249,-78.877
"23","1720","","",NA,"12",NA,"stop","4026346","4000112, 4000117","Shepherds Vineyard at Lake Pine",35.74567,-78.82358
"24","1723","","",NA,"12",NA,"stop","4026350","4000112","Williams St (NC 55) at Bank of America",35.73792,-78.86473
"25","1726","","",NA,"12",NA,"stop","4026354","4000112","Williams St (NC 55) at Peakway Mkt",35.73829,-78.86478
"26","1730","","",NA,"12",NA,"stop","4026362","4000112","Williams St (NC 55) at Beaver Creek",35.74402,-78.87126
"27","1731","","",NA,"12",NA,"stop","4026366","4000112","Williams St (NC 55) at Beaver Creek",35.74398,-78.87086
"28","3664","","",NA,"12",NA,"stop","4028978","4000111","Durham Tech OCC (Park-and-Ride)",36.04073,-79.09203
"29","3665","","",NA,"12",NA,"stop","4028982","4000111","NC 86 at Walmart",36.0554,-79.08009
"30","3666","","",NA,"12",NA,"stop","4028986","4000111","NC 86 at Walmart",36.05592,-79.08008
"31","3667","","",NA,"12",NA,"stop","4028990","4000111","Churton St At Courthouse",36.07521,-79.09927
"32","3668","","",NA,"12",NA,"stop","4028994","4000111","Churton St at Police Station",36.0764,-79.09957
"33","3669","","",NA,"12",NA,"stop","4028998","4000111","Cornelius St (US 70) at Rainey Rd",36.08725,-79.10844
"34","3670","","",NA,"12",NA,"stop","4029002","4000111","Churton St at Maxway Shopping Center",36.08449,-79.09975
"35","3675","","",NA,"12",NA,"stop","4029006","4000111","NC 86 at Millhouse Rd",35.99204,-79.07148
"36","3676","","",NA,"12",NA,"stop","4029010","4000111","NC 86 at Mt. Sinai Rd",35.99211,-79.07128
"37","3677","","",NA,"12",NA,"stop","4029014","4000111","NC 86 at Storey Ln",36.02731,-79.08004
"38","3678","","",NA,"12",NA,"stop","4029018","4000111","NC 86 at Storey Ln",36.02742,-79.07986
"39","3706","","",NA,"12",NA,"stop","4029122","4000111","Revere Rd at Nash St",36.08626,-79.11195
"40","1000","","",NA,"12",NA,"stop","4039030","4000103, 4000106, 4000107, 4000108, 4000109, 4000112, 4000114, 4000115, 4000116, 4000118, 4000120, 4000121, 4006158","Regional Transit Center (RTC)",35.87451,-78.83801
"41","1038","","",NA,"12",NA,"stop","4039062","4000108","Davis Dr at Delta",35.86043,-78.87305
"42","1039","","",NA,"12",NA,"stop","4039066","4000108","Kit Creek Rd at Davis Dr",35.85599,-78.86925
"43","1219","","",NA,"12",NA,"stop","4039290","4000103, 4000118","Copley Pkwy at Morrisville Outlet Mall",35.86212,-78.82196
"44","1220","","",NA,"12",NA,"stop","4039294","4000103, 4000118","Copley Pkwy at Morrisville Outlet Mall",35.8618,-78.82197
"45","1221","","",NA,"12",NA,"stop","4039298","4000114, 4000121","Slater Rd at Page Rd",35.87957,-78.84661
"46","1222","","",NA,"12",NA,"stop","4039302","4000112, 4000114, 4000121","Slater Rd at Bright Horizons",35.87794,-78.84309
"47","1243","","",NA,"12",NA,"stop","4039322","4000112","NC 55 at Parkscene Ln",35.77952,-78.87209
"48","1245","","",NA,"12",NA,"stop","4039326","4000112","NC 55 at Brook Arbor Dr",35.79618,-78.87046
"49","1246","","",NA,"12",NA,"stop","4039330","4000112","NC 55 at Glendon Way",35.79938,-78.87072
"50","1247","","",NA,"12",NA,"stop","4039334","4000112","NC 55 at Morrisville-Carpenter Rd",35.82053,-78.87356
"51","1248","","",NA,"12",NA,"stop","4039338","4000112","NC 55 at Carpenter Fire Station Rd",35.82288,-78.87428
"52","1350","","",NA,"12",NA,"stop","4039394","4000108","Davis Dr at Biogen",35.85904,-78.8717
"53","1354","","",NA,"12",NA,"stop","4039402","4000108","Davis Dr at Park Knoll Dr",35.87308,-78.86293
"54","1355","","",NA,"12",NA,"stop","4039406","4000108","Davis Dr at Hopson Rd",35.87603,-78.86296
"55","1436","","",NA,"12",NA,"stop","4039498","4000112","NIEHS at Building 101",35.88415,-78.87985
"56","1437","","",NA,"12",NA,"stop","4039502","4000112","NC 55 at Indian Wells Rd",35.8201,-78.87391
"57","1438","","",NA,"12",NA,"stop","4039506","4000112","NC 55 at Glendon Way",35.79977,-78.87105
"58","1439","","",NA,"12",NA,"stop","4039510","4000112","NC 55 at Brook Arbor Dr",35.79602,-78.8708
"59","1440","","",NA,"12",NA,"stop","4039518","4000112","NC 55 at Highfield Ave",35.79254,-78.8707
"60","1441","","",NA,"12",NA,"stop","4039522","4000112","NC 55 at Green Level Rd",35.78711,-78.87111
"61","1442","","",NA,"12",NA,"stop","4039526","4000112","NC 55 at Catlin Rd",35.77905,-78.87247
"62","1459","","",NA,"12",NA,"stop","4039530","4000112","NC 55 at High House Rd",35.78748,-78.87065
"63","1499","","",NA,"12",NA,"stop","4039610","4000107, 4000114, 4000121","Slater Rd at Page Rd",35.87971,-78.84641
"64","1519","","",NA,"12",NA,"stop","4039630","4000103, 4000118","Factory Shops Dr at Morrisville Outlet Mall",35.8628,-78.81922
"65","1520","","",NA,"12",NA,"stop","4039634","4000103, 4000118","Factory Shops Dr at Morrisville Outlet Mall",35.86305,-78.8193
"66","1549","","",NA,"12",NA,"stop","4039642","4000112","NIEHS at Building 101",35.88419,-78.88031
"67","1550","","",NA,"12",NA,"stop","4039646","4000112","US EPA",35.88215,-78.87372
"68","1551","","",NA,"12",NA,"stop","4039650","4000112","Facilities Ln at NIEHS",35.87765,-78.87079
"69","1552","","",NA,"12",NA,"stop","4039654","4000112","Facilities Ln at NIEHS",35.87759,-78.87114
"70","1558","","",NA,"12",NA,"stop","4039674","4000107, 4000114, 4000121","Slater at Creekstone Dr",35.88147,-78.84857
"71","1559","","",NA,"12",NA,"stop","4039678","4000108, 4000112, 4000120","Emperor Blvd at Venture Center",35.87328,-78.84755
"72","1560","","",NA,"12",NA,"stop","4039682","4000108, 4000120","Emperor Blvd at Royal Center",35.87344,-78.84754
"73","1563","","",NA,"12",NA,"stop","4039686","4000107, 4000114, 4000121","Slater Rd at Bright Horizons",35.87811,-78.84313
"74","1566","","",NA,"12",NA,"stop","4039690","4000114, 4000121","Slater Rd at State Employees Credit Union",35.88186,-78.84957
"75","1600","","",NA,"12",NA,"stop","4039722","4000112","NC 55 at Carpenter Fire Station Rd",35.82341,-78.87401
"76","1718","","",NA,"12",NA,"stop","4039790","4000108, 4000112, 4000120","Emperor Blvd at LCI",35.87428,-78.84072
"77","1719","","",NA,"12",NA,"stop","4039794","4000108, 4000120","Emperor Blvd at Yorkshire Place",35.87359,-78.84197
"78","1776","","",NA,"12",NA,"stop","4039858","4000106, 4000107, 4000108, 4000109, 4000112, 4000114, 4000116, 4000120, 4000121","Slater Rd at Triangle Transit Admin Office",35.87597,-78.83749
"79","1777","","",NA,"12",NA,"stop","4039862","4000106, 4000107, 4000108, 4000109, 4000112, 4000114, 4000116, 4000120, 4000121","Slater Rd at Sheraton Hotel",35.87602,-78.83729
"80","1788","","",NA,"12",NA,"stop","4039882","4000112","NC 55 at Connemara Dr",35.79254,-78.87043
"81","1798","","",NA,"12",NA,"stop","4039906","4000108","7100 Kit Creek Rd",35.85659,-78.87527
"82","1799","","",NA,"12",NA,"stop","4039910","4000108","7200 Kit Creek Rd",35.8588,-78.88357
"83","1800","","",NA,"12",NA,"stop","4039918","4000108","Louis Stephens Dr at Cisco Building 12",35.8626,-78.88391
"84","1801","","",NA,"12",NA,"stop","4039922","4000108","Development Dr at Synthon (across)",35.86554,-78.88239
"85","1802","","",NA,"12",NA,"stop","4039926","4000108","Development Dr at Sony Ericsson",35.86724,-78.87467
"86","1888","","",NA,"12",NA,"stop","4040178","4000123","Zebulon Park-and-Ride",35.82209,-78.32349
"87","1889","","",NA,"12",NA,"stop","4040182","4000123","E 4th St at Wendell Park-and-Ride",35.783,-78.36784
"88","1890","","",NA,"12",NA,"stop","4040190","4000123","E 4th St at Wendell Park-and-Ride",35.78312,-78.36786
"89","1904","","",NA,"12",NA,"stop","4040222","4000125","McKnight Dr at Electric Ave",35.79416,-78.48844
"90","1905","","",NA,"12",NA,"stop","4040226","4000125","McKnight Dr at WalMart",35.79767,-78.49208
"91","1029","","",NA,"12, 24",NA,"stop","4049406","4000114, 4003038","Renaissance Pkwy at Leonardo Dr",35.90149,-78.95658
"92","1030","","",NA,"12, 24",NA,"stop","4049410","4000114, 4003038","Renaissance Pkwy at The Lodge Apts",35.90292,-78.95237
"93","1072","","",NA,"12, 24",NA,"stop","4049414","4000077, 4000113, 4003042, 4006158","Old Chapel Hill Rd at Garrett Rd",35.94976,-78.9676
"94","1074","","",NA,"12, 24",NA,"stop","4049418","4000077, 4000113, 4003042, 4006158","University Dr at American Red Cross",35.95267,-78.96611
"95","1075","","",NA,"12, 24",NA,"stop","4049422","4000077, 4000113, 4003042, 4006158","University Dr at Ivy Creek Blvd",35.9598,-78.9639
"96","1079","","",NA,"12",NA,"stop","4049430","4000107","TW Alexander Dr at Talecris",35.90128,-78.87972
"97","1080","","",NA,"12",NA,"stop","4049434","4000107","TW Alexander Dr at Research Commons",35.90716,-78.87791
"98","1081","","",NA,"12",NA,"stop","4049438","4000107","TW Alexander Dr at UAI",35.91326,-78.87782
"99","1083","","",NA,"12",NA,"stop","4049442","4000107","TW Alexander Dr at EMC",35.91911,-78.87623
"100","1084","","",NA,"12",NA,"stop","4049446","4000107","Cornwallis Rd at MCNC",35.91933,-78.87313
"101","1085","","",NA,"12",NA,"stop","4049450","4000107","Cornwallis Rd at GSK",35.91416,-78.8678
"102","1144","","",NA,"12",NA,"stop","4049466","4000121","NC 54 at Falconbridge Rd",35.91029,-78.98668
"103","1145","","",NA,"12",NA,"stop","4049470","4000121","NC 54 at Leigh Farm Rd",35.91481,-78.97905
"104","1146","","",NA,"12",NA,"stop","4049474","4000121","NC 54 at Copper Ridge Dr",35.91808,-78.96468
"105","1151","","",NA,"12",NA,"stop","4049478","4000121","Woodcroft Pkwy at Highgate Dr",35.92222,-78.93641
"106","1152","","",NA,"12",NA,"stop","4049482","4000121","Woodcroft Pkwy at Fayetteville Rd",35.92369,-78.92802
"107","1160","","",NA,"12, 24",NA,"stop","4049486","4000114, 4000121, 4003038","NC 54 at Blanchard Rd",35.90284,-78.90653
"108","1161","","",NA,"12, 24",NA,"stop","4049490","4000114, 4000121, 4003038","NC 54 at Residence Inn Blvd",35.90279,-78.8983
"109","1171","","",NA,"12, 24",NA,"stop","4049494","4000114, 4000121, 4003038","NC 54 at Blanchard Rd",35.90301,-78.90622
"110","1175","","",NA,"12, 24",NA,"stop","4049498","4000114, 4000121, 4003038","NC 54 at Fayetteville Rd",35.91047,-78.93271
"111","1182","","",NA,"12, 24",NA,"stop","4049502","4000121, 4003038","Woodcroft Pkwy at American Tobacco Trail",35.92419,-78.92793
"112","1203","","",NA,"12, 24",NA,"stop","4049506","4000121, 4003038","Woodcroft Pkwy at Highgate Dr",35.92236,-78.93574
"113","1208","","",NA,"12",NA,"stop","4049514","4000121","NC 54 at Dresden Dr",35.91823,-78.96482
"114","1209","","",NA,"12",NA,"stop","4049518","4000121","NC 54 at Quadrangle Dr",35.91468,-78.97859
"115","1504","","",NA,"12",NA,"stop","4049530","4000109, 4000116","Davis Dr at Laboratory Dr",35.90076,-78.85828
"116","1506","","",NA,"12",NA,"stop","4049534","4000109","IBM 062",35.91166,-78.85804
"117","1513","","",NA,"12",NA,"stop","4049538","4000107","Miami Blvd at Wyndham Hotel",35.89481,-78.84833
"118","1515","","",NA,"12",NA,"stop","4049542","4000106","Miami Blvd at Patriot Dr",35.91053,-78.85101
"119","1554","","",NA,"12",NA,"stop","4049550","4000113","Old Chapel Hill Rd at Githens Middle School",35.94307,-78.97537
"120","1556","","",NA,"12",NA,"stop","4049554","4000114, 4000121","NC 54 at Nortel",35.8874,-78.85642
"121","1557","","",NA,"12",NA,"stop","4049558","4000107, 4000114, 4000121","NC 54 at Nortel",35.88709,-78.85556
"122","1602","","",NA,"12",NA,"stop","4049566","4000106","IBM 500",35.90466,-78.85113
"123","1609","","",NA,"12",NA,"stop","4049570","4000107","Hanes Dr at RTI",35.90638,-78.86259
"124","1611","","",NA,"12",NA,"stop","4049574","4000109, 4000116","Davis Dr at Hamner Institutes",35.90083,-78.85866
"125","1613","","",NA,"12",NA,"stop","4049578","4000114, 4000121","NC 54 at Falconbridge Rd",35.91111,-78.98561
"126","1628","","",NA,"12",NA,"stop","4049582","4000107","Cornwallis Rd at Syngenta",35.90192,-78.85368
"127","1629","","",NA,"12",NA,"stop","4049586","4000109","IBM 203",35.91666,-78.8572
"128","1689","","",NA,"12",NA,"stop","4049590","4000109, 4000116","Davis Dr at Hercules Building",35.89696,-78.85906
"129","1732","","",NA,"12",NA,"stop","4049594","4000106","Stirrup Creek Dr at Twin Creeks Ct",35.9172,-78.84303
"130","1778","","",NA,"12, 24",NA,"stop","4049598","4000121, 4003038","Woodcroft Pkwy at Weathersfield Dr",35.92347,-78.94042
"131","1780","","",NA,"12",NA,"stop","4049602","4000121","Woodcroft Pkwy at Weathersfield Dr",35.92309,-78.94045
"132","1781","","",NA,"12, 24",NA,"stop","4049606","4000114, 4000121, 4003038","NC 54 at Waterford Valley Dr",35.90323,-78.90916
"133","1796","","",NA,"12",NA,"stop","4049610","4000113","SW Durham Dr at Rose Garden Ln",35.94596,-78.98311
"134","1797","","",NA,"12",NA,"stop","4049614","4000113","SW Durham Dr at Witherspoon Blvd",35.95279,-78.98817
"135","1804","","",NA,"12, 24",NA,"stop","4049618","4000088, 4000114, 4003038","Renaissance Pkwy at Leonardo Dr",35.90155,-78.95669
"136","1805","","",NA,"12, 24",NA,"stop","4049622","4000114, 4000121, 4003038","NC 54 at Amhurst St",35.90737,-78.92274
"137","1847","","",NA,"12",NA,"stop","4049626","4000116","Cornwallis Rd at East Institute Dr",35.90495,-78.86037
"138","1848","","",NA,"12",NA,"stop","4049630","4000116","Cornwallis Rd at East Institute Dr",35.90513,-78.86027
"139","1849","","",NA,"12",NA,"stop","4049634","4000109, 4000116","Davis Dr at RTP Headquarters",35.89659,-78.8595
"140","1854","","",NA,"12",NA,"stop","4049638","4000106","Miami Blvd at Chin Page Rd",35.89703,-78.84893
"141","1855","","",NA,"12",NA,"stop","4049642","4000107","Miami Blvd at Chin Page Rd (across)",35.89775,-78.84957
"142","1856","","",NA,"12",NA,"stop","4049646","4000106","Miami Blvd at Guardian Dr",35.89393,-78.84775
"143","1857","","",NA,"12",NA,"stop","4049650","4000106","Miami Blvd at PBM Graphics (across)",35.9149,-78.8499
"144","1860","","",NA,"12",NA,"stop","4049654","4000114, 4000121","NC 54 at Davis Dr (eastbound)",35.89217,-78.86519
"145","1861","","",NA,"12",NA,"stop","4049658","4000107, 4000114, 4000121","NC 54 at Davis Dr (westbound)",35.89219,-78.86463
"146","1862","","",NA,"12",NA,"stop","4049662","4000106","Page Rd at TW Alexander Dr",35.91794,-78.81444
"147","1863","","",NA,"12",NA,"stop","4049666","4000107, 4000114, 4000121","NC 54 at Park Office Dr",35.89582,-78.87231
"148","1864","","",NA,"12",NA,"stop","4049670","4000114, 4000121","NC 54 at Sigma Xi",35.89606,-78.87322
"149","1865","","",NA,"12",NA,"stop","4049674","4000114, 4000121","NC 54 at TW Alexander Dr (westbound)",35.8995,-78.88188
"150","1866","","",NA,"12",NA,"stop","4049678","4000114, 4000121","NC 54 at TW Alexander Dr (eastbound)",35.89935,-78.88197
"151","1871","","",NA,"12, 24",NA,"stop","4049682","4000079, 4000114, 4000121, 4003038","NC 54 at Alston Ave (westbound)",35.901,-78.88988
"152","1872","","",NA,"12, 24",NA,"stop","4049686","4000079, 4000114, 4000121, 4003038","NC 54 at NC 55 (westbound)",35.90265,-78.8948
"153","1892","","",NA,"12, 24",NA,"stop","4049690","4000114, 4003038","Fayetteville Rd at Renaissance Pkwy",35.90224,-78.93974
"154","1893","","",NA,"12, 24",NA,"stop","4049694","4000114, 4000121, 4003038","NC 54 at The Hamptons Apts (across)",35.90286,-78.90346
"155","1901","","",NA,"12, 24",NA,"stop","4049706","4000077, 4000113, 4003042, 4006158","McFarland Dr at Witherspoon Blvd",35.95081,-78.99007
"156","1914","","",NA,"12, 24",NA,"stop","4049710","4000077, 4000113, 4003042, 4006158","University Dr at Beech Lake Apts (across)",35.95691,-78.96593
"157","5002","","",NA,"24",NA,"stop","4049718","4000079","Riddle Rd at Ancroft Ave",35.95263,-78.89703
"158","5005","","",NA,"24",NA,"stop","4049726","4000079","Cornwallis Rd at Industry Ln",35.94235,-78.8996
"159","5006","","",NA,"24",NA,"stop","4049730","4000079","Alston Ave at Durham Freeway",35.98103,-78.89091
"160","5008","","",NA,"12, 24",NA,"stop","4049734","4000079, 4000116","S Alston Ave at Massey Ave",35.97815,-78.89219
"161","5017","","",NA,"24",NA,"stop","4049750","4000077, 4003042, 4003046","Chapel Hill Rd at Mc Gehee St",35.98128,-78.93415
"162","5018","","",NA,"24",NA,"stop","4049754","4000077, 4003042, 4003046","Morehead Ave at Vickers St",35.99165,-78.91183
"163","5019","","",NA,"24",NA,"stop","4049758","4000092, 4003066, 4003070","Club Blvd at Kiss Dr",36.02533,-78.87255
"164","5020","","",NA,"12, 24",NA,"stop","4049762","4000088, 4000121, 4003038","Fayetteville Rd at Laurel Springs Dr",35.91367,-78.93302
"165","5021","","",NA,"24",NA,"stop","4049766","4000077, 4003042, 4003046","Chapel Hill Rd at W Cornwallis Rd",35.97547,-78.93672
"166","5022","","",NA,"24",NA,"stop","4049770","4000092, 4003066, 4003070","Alston Ave at Drew St",36.0008,-78.88586
"167","5023","","",NA,"24",NA,"stop","4049774","4000092, 4003066, 4003070","Avondale Dr at E Markham St",36.00835,-78.88593
"168","5024","","",NA,"24",NA,"stop","4049778","4000085, 4003062","2309 Angier Ave",35.98067,-78.87443
"169","5026","","",NA,"12",NA,"stop","4049782","4000121","Woodcroft Pkwy at Winterberry Ridge",35.92169,-78.94912
"170","5027","","",NA,"24",NA,"stop","4049786","4000076, 4002670, 4002674","W Club Blvd at Gregson St",36.01674,-78.90866
"171","5030","","",NA,"24",NA,"stop","4049794","4000076, 4002670, 4002674","Duke St at Main St",35.99959,-78.90794
"172","5031","","",NA,"24",NA,"stop","4049798","4000076, 4002670, 4002674","Carver St at Guess Rd",36.03778,-78.93043
"173","5032","","",NA,"24",NA,"stop","4049802","4000087","Roxboro Rd at Hammond St",36.02485,-78.88987
"174","5033","","",NA,"24",NA,"stop","4049806","4003070","Roxboro Rd at Bush Dr",36.07577,-78.90968
"175","5035","","",NA,"24",NA,"stop","4049810","4000085, 4003062","Angier Ave at Pleasant Dr",35.96362,-78.85662
"176","5036","","",NA,"24",NA,"stop","4049814","4000087","Roxboro Rd at Markham Ave (north)",36.01065,-78.8915
"177","5038","","",NA,"24",NA,"stop","4049818","4000083, 4000086, 4003058, 4005298","Liberty St at Queen St",35.99365,-78.89555
"178","5039","","",NA,"24",NA,"stop","4049822","4000088, 4004490","Fayetteville St at E Piedmont Ave",35.98433,-78.89912
"179","5042","","",NA,"24",NA,"stop","4049826","4000077, 4003042, 4003046","University Dr at Weymouth St",35.96702,-78.94998
"180","5043","","",NA,"24",NA,"stop","4049830","4000082, 4000083, 4003058","Holloway St at S Adams St",35.98881,-78.85249
"181","5044","","",NA,"24",NA,"stop","4049834","4000076, 4002670, 4002674","Duke St at Harper Pl",36.00684,-78.9055
"182","5045","","",NA,"24",NA,"stop","4049838","4000087","Roxboro Rd at Edgewood Dr",36.02775,-78.89
"183","5047","","",NA,"24",NA,"stop","4049842","4000087","Roxboro Rd at Markham Ave (south)",36.00935,-78.89183
"184","5048","","",NA,"24",NA,"stop","4049846","4000077, 4003042, 4003046","Chapel Hill Rd at Pinecrest Rd",35.97935,-78.9352
"185","5050","","",NA,"12, 24",NA,"stop","4049850","4000114, 4003038","Fayetteville Rd at Herndon Rd",35.90526,-78.93751
"186","5054","","",NA,"24",NA,"stop","4049858","4000077, 4003042","University Dr at Larchmont Dr",35.96094,-78.96234
"187","5055","","",NA,"24",NA,"stop","4049862","4000076, 4002670, 4002674","Gregson St at Englewood Ave",36.01513,-78.90835
"188","5056","","",NA,"24",NA,"stop","4049866","4000091","Lawson St at Sima Ave",35.97452,-78.89097
"189","5060","","",NA,"24",NA,"stop","4049874","4000092, 4003066, 4003070","Dearborn Dr at Ruth St",36.03734,-78.87158
"190","5061","","",NA,"24",NA,"stop","4049878","4000082, 4000083","Wedgedale Ave at Lynn Rd",35.98235,-78.84277
"191","5063","","",NA,"12, 24",NA,"stop","4049882","4000114, 4000121, 4003038","NC 54 at Residence Inn Blvd",35.90274,-78.89819
"192","5064","","",NA,"24",NA,"stop","4049886","4000090","Otis St at Red Oak Ave",35.97015,-78.90949
"193","5067","","",NA,"24",NA,"stop","4049898","4000087","Mangum St at Geer St",36.0039,-78.89463
"194","5068","","",NA,"24",NA,"stop","4049902","4003058","Holloway St at Junction Rd",35.99008,-78.85738
"195","5069","","",NA,"24",NA,"stop","4049906","4000082, 4003058","Hwy 98 at Mineral Springs Rd",35.98181,-78.82297
"196","5075","","",NA,"24",NA,"stop","4049926","4003070","Milton Rd at Eno Valley",36.08612,-78.91153
"197","5079","","",NA,"24",NA,"stop","4049934","4000078","Buchanan Blvd at Trinity Ave",36.00535,-78.91232
"198","5080","","",NA,"24",NA,"stop","4049938","4000088, 4004490","Fayetteville St at Homeland Ave",35.96215,-78.9087
"199","5084","","",NA,"24",NA,"stop","4049946","4000092, 4003070","Old Farm Rd at JFK Towers",36.0655,-78.90432
"200","5088","","",NA,"12, 24",NA,"stop","4049954","4000079, 4000116","S Alston Ave at Massey Ave",35.97835,-78.89238
"201","5089","","",NA,"24",NA,"stop","4049958","4000076, 4002670, 4002674","Duke St at Englewood Ave",36.01554,-78.9054
"202","5091","","",NA,"24",NA,"stop","4049962","4000092, 4003066, 4003070","E Club Blvd at Glenbrook St",36.02387,-78.87682
"203","5092","","",NA,"24",NA,"stop","4049966","4003046","Tower Blvd at Social Security Office",35.97295,-78.95788
"204","5093","","",NA,"24",NA,"stop","4049970","4000077, 4003042","University Dr at South Square Mall",35.96548,-78.95754
"205","5094","","",NA,"24",NA,"stop","4049974","4000090","Lakewood Ave at Blackwell St",35.98732,-78.90702
"206","5097","","",NA,"24",NA,"stop","4049978","4000087","Roxboro Rd at Murray Ave",36.0295,-78.89038
"207","5099","","",NA,"24",NA,"stop","4049982","4000092, 4003066","E Carver St at Patrick Henry Dr",36.04049,-78.89779
"208","5100","","",NA,"24",NA,"stop","4049986","4000090","3006 Weaver St",35.96383,-78.91459
"209","5101","","",NA,"24",NA,"stop","4049990","4000092, 4003066, 4003070","E Club Blvd at Thorne St",36.02065,-78.88443
"210","5105","","",NA,"24",NA,"stop","4050002","4000087, 4000092, 4003066","Duke Regional Hospital",36.0383,-78.89901
"211","5110","","",NA,"24",NA,"stop","4050010","4000088","Fayetteville Rd at Wortley Dr",35.93382,-78.91338
"212","5111","","",NA,"24",NA,"stop","4050014","4000091","Lawson St at WG Pearson Cafeteria",35.97642,-78.89943
"213","5112","","",NA,"24",NA,"stop","4050018","4000085, 4003062","Angier Ave at Commonwealth St",35.97067,-78.86345
"214","5113","","",NA,"24",NA,"stop","4050022","4000090","Blackwell St at Forest Hills Apts",35.9887,-78.90669
"215","5115","","",NA,"24",NA,"stop","4050026","4000079","Alston Ave at Dayton St",35.97383,-78.89409
"216","5116","","",NA,"24",NA,"stop","4050030","4000092, 4003070","Roxboro Rd at Ryan St",36.057,-78.90312
"217","5117","","",NA,"24",NA,"stop","4050034","4000092, 4003066, 4003070","Glenbrook St at Dubonnet Pl",36.02639,-78.87874
"218","5118","","",NA,"24",NA,"stop","4050038","4000090","MLK Pkwy at Lake Camp Rd",35.94258,-78.91895
"219","5119","","",NA,"24",NA,"stop","4050042","4000087","Roxboro Rd at Ellerbee St",36.0214,-78.8898
"220","5121","","",NA,"24",NA,"stop","4050050","4000077, 4003042, 4003046","University Dr at Kinder Care",35.96685,-78.9499
"221","5126","","",NA,"24",NA,"stop","4050062","4000092, 4003066, 4003070","Avondale Dr at Nancy St",36.01207,-78.88683
"222","5127","","",NA,"24",NA,"stop","4050066","4000092, 4003070","Seven Oaks Rd at Riverview Shopping",36.06785,-78.9063
"223","5128","","",NA,"24",NA,"stop","4050070","4000092, 4003070","Roxboro Rd at Bojangles",36.05803,-78.90328
"224","5129","","",NA,"12, 24",NA,"stop","4050074","4000114, 4000121, 4003038","NC 54 at The Hamptons Apts",35.90278,-78.90328
"225","5131","","",NA,"12, 24",NA,"stop","4050078","4000114, 4000121, 4003038","NC 54 at Seasons of Southpoint",35.90643,-78.92038
"226","5132","","",NA,"24",NA,"stop","4050082","4000087, 4000092, 4003066","N Roxboro Rd at Crutchfield St",36.03951,-78.89928
"227","5133","","",NA,"24",NA,"stop","4050086","4000077, 4003042","University Dr at Westgate Dr",35.96418,-78.95922
"228","5134","","",NA,"24",NA,"stop","4050090","4000082, 4000083","Rummel St at Hwy 98",35.98717,-78.84775
"229","5136","","",NA,"24",NA,"stop","4050094","4000088","Fayetteville Rd at Pearson Dr",35.93408,-78.91325
"230","5138","","",NA,"24",NA,"stop","4050098","4000085, 4003034, 4003062","Angier Ave at Driver St",35.98213,-78.87772
